"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.0204035495802714 0.167978602284675 0.404930517347511 0.406687330787543 0.715978961420371 0.738600706965884 0.72354490236569 0.76995662907201 31.1799691140226 24.5576167878547 17.104315627679
"2" 0.00735171955474331 0.103931300880545 0.362580993520518 0.526135986044193 0.614714830508475 0.706353322010191 0.712497915115413 0.779020852987033 31.5096792386852 24.4975488172289 16.8255734334603
"3" 0.00371637781947971 0.0353883798800456 0.295746403208596 0.665148839091879 0.566660396039604 0.578315414608786 0.672098255054432 0.773036730883594 34.7220500649857 24.8436912690513 16.8154127276751
"4" 0.018745275888133 0.0197278911564626 0.16379440665155 0.797732426303855 0.649929435483871 0.617437164750958 0.676535302261191 0.80427904112185 33.7246482758621 24.4755433779419 15.8777954519613
"5" 0.00479811696541735 0.0470758645663589 0.339036755386565 0.609089263081659 0.673645283018868 0.635080961538461 0.692474232309746 0.811329845422117 33.1818001923077 24.4904444058745 16.7130266200951
"6" 0.0121854093660401 0.0811564192417968 0.391685250079643 0.51497292131252 0.553111764705882 0.564407850834151 0.64209771248475 0.744499543767399 35.5015654563297 25.6820860105734 17.5523222084751
"7" 0.0198483137001775 0.103517831208649 0.428997902210747 0.447635952880426 0.568352845528455 0.615513328137179 0.669804212902012 0.740258687815429 34.3461216679657 25.3963648485988 17.7035118060562
"8" 0.0118313689936537 0.0755213055303717 0.339800543970988 0.572846781504986 0.50444214559387 0.542186554621849 0.615162259871932 0.738436100340271 36.2237785114046 26.3712320704376 17.3823778507557
"9" 0.0330299269066336 0.108467797545166 0.342090746103986 0.516411529444215 0.523986012526096 0.545305848696758 0.621986293086071 0.755913606623047 36.5882448823903 26.350082906672 17.01788768861
"10" 0.0371946198188306 0.111789733735932 0.357603623387318 0.493412023057919 0.506510701107011 0.51447065684469 0.609634100940319 0.732063337969402 37.5205422344997 26.5679416618691 17.5245376912378
"11" 0.0101938414408704 0.0700892621348967 0.362541594042149 0.557175302382084 0.548749740932643 0.632015222305953 0.719460445804196 0.802854630770689 33.6526601356443 24.3001704691142 16.8197725282017
"12" 0.0261424017003188 0.200637619553666 0.475876726886291 0.297343251859724 0.722794308943089 0.760893855932203 0.765440464493077 0.795782416011437 30.4645293432203 24.0405920500223 17.0231676197284
"13" 0.0932501418037436 0.0858763471355644 0.178899602949518 0.641973908111174 0.600764598540146 0.639271994715984 0.656501965757768 0.780645060964835 34.0511359313078 25.4442801521877 15.4816924721682
"14" 0.024399964926545 0.116659093988888 0.381312225490431 0.477628715594136 0.552044789284548 0.596666996925179 0.657701066142654 0.758010956457885 34.7952966791937 25.5870543544611 17.2090551811612
"15" 0.00949119543866358 0.0885671076190311 0.374345959288682 0.527595737653624 0.568121794871795 0.626581844946026 0.685092978871604 0.769544664096735 33.5818584102061 24.8894609519387 17.1328782148858
"16" 0.00480729974687679 0.0480832040499714 0.333867477749653 0.613242018453499 0.554487261146497 0.590009191254511 0.683491476873223 0.761953925403192 34.5972215453195 24.7690558527712 17.1921752092938
"17" 0.00523073054193386 0.059248082484597 0.410712938513768 0.524808248459701 0.582170673076923 0.62887915959253 0.713238886847906 0.78651970386698 33.4292396010187 24.2585976549106 17.1542080693852
"18" 0.0120404537378707 0.055719557195572 0.325310919775864 0.606929069290693 0.546927695800227 0.549797767966642 0.643405772381633 0.749688058726835 36.0396583517292 25.6680791076755 17.182943527213
"19" 0.0163413813409607 0.0842236617032613 0.360050194890777 0.539384762065001 0.521076833976834 0.524849725320459 0.602954286493117 0.738003693787367 37.0804240386216 26.7958427695243 17.359512358981
"20" 0.0148307032327256 0.0863490117971503 0.3573464072315 0.541473877738624 0.608658884297521 0.674158126330731 0.701011807580175 0.783140297662837 32.4359445351313 24.7478315469045 16.7426226416162
"21" 0.013614779908202 0.0808060064993551 0.312934581324802 0.592644632267641 0.590593516803387 0.604030567568773 0.647928679484227 0.792189688020523 34.5595162780329 25.6359916163942 16.8387282027745
"22" 0.0227086713520267 0.163026201044413 0.397118276821075 0.417146850782485 0.669121588742624 0.686884779392238 0.662260328617781 0.742111860235248 32.5311726734702 25.675383851525 17.5020566220223
"23" 0.00601789939306656 0.0479374549943421 0.285374447073346 0.660670198539245 0.512703205128205 0.533102736051502 0.619240125264723 0.752999100799938 36.3779825375536 26.1069382778354 16.9224336596664
"24" 0.00530649588289113 0.0526989935956084 0.303019213174748 0.638975297346752 0.632134482758621 0.620218055555556 0.687354951690821 0.776516408934708 33.4851104166667 24.460303321256 16.9241540664376
