"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12"
"1" 0.0107719285688723 0.0760476684679526 0.623397630891458 0.289782772071717 0.645379401993356 0.647090051764706 0.67960700130887 0.80066194704473 45.5800145182724 35.0680588470588 23.6476304668305 14.907212248376
"2" 0.015166750926394 0.0797726654036967 0.643286907149484 0.261773676520425 0.691077326007326 0.692268326485131 0.706076886804674 0.802155760945691 44.7043776556777 34.0106728462985 23.2173434524272 14.9466360236847
"3" 0.0188829590431551 0.0833034033544438 0.558946416614477 0.338867220987924 0.707359340501792 0.681491729135974 0.701488149185007 0.846610368748885 44.3517284587814 34.6494510410348 23.1383358236787 14.5061576283644
"4" 0.00242105767423692 0.0260236062335786 0.632235074750616 0.339320261341568 0.560931354642314 0.602354120645709 0.720021277736654 0.822547944744301 50.409496803653 35.9443568394223 22.2135073655497 14.7685850642369
"5" 0.0102099393144169 0.0701301186375813 0.631895467716363 0.287764474331638 0.618972021419009 0.623979662833756 0.707625795985465 0.835108710933789 47.3036111780455 35.6834757649581 23.1636351379997 14.7041171131376
"6" 0.0107784201860857 0.0779090247731363 0.673287513879848 0.23802504116093 0.557914342806394 0.638669474136872 0.678003729189474 0.799515985683262 51.7432376110124 35.4562182209117 23.9698889801953 15.0664351624708
"7" 0.015640849949663 0.0841834488724884 0.625542128089604 0.274633573088245 0.585601370533529 0.612744234267006 0.683774381945464 0.803137801937417 48.8779208272149 36.013851850673 23.6766188414843 14.8657973531257
"8" 0.026088675847401 0.130721259438575 0.646771513004259 0.196418551709765 0.607527939369111 0.633543001389911 0.702777836256827 0.823649591903363 47.6417036050799 35.4588596149129 23.8464265750097 14.7577194090761
"9" 0.0180854495337517 0.0842985748636444 0.558438654624362 0.339177320978242 0.724459120389137 0.710257526741456 0.699257664866 0.846531867549955 42.6838573165788 33.8449159361684 23.0283782338153 14.5169048674527
"10" 0.0030217077440045 0.0188329691951908 0.500862432442792 0.477282890618013 0.54196955602537 0.575505851424695 0.717411664243259 0.851024609495255 51.5898538054968 36.7629865332429 21.8050542364991 14.4431995696751
"11" 0.00573204561099789 0.0388531819328103 0.536109842624336 0.419304929831855 0.565307728894174 0.624374511007806 0.694485672059244 0.85125065263329 51.230744530321 35.6909968686957 22.9344856752376 14.3894378730494
"12" 0.029693901795382 0.144655297183867 0.557847065160812 0.267803735859939 0.764439714146103 0.740286626879145 0.690447499788669 0.837267305087501 41.2488647141461 33.2182204709305 23.8648196391763 14.5831573210706
"13" 0.00400819750262129 0.0155752549804594 0.517381565151082 0.463034982365837 0.62650368608799 0.626106028151775 0.750196599942887 0.854395740782675 45.2617617122473 35.1435578029376 21.5825607708393 14.1632423770509
"14" 0.0126514922155249 0.0831016798319251 0.650290369636419 0.253956458316131 0.61055358955765 0.640214727312873 0.701220414497538 0.806499533976374 47.060590137781 35.2179114705233 23.311314689409 14.8852262671146
"15" 0.00844313106850045 0.0374164018930389 0.573121958806408 0.381018508232053 0.666720263157895 0.640295694774347 0.691237659190913 0.823526906143394 46.4177630263158 35.3280565914489 22.607146120297 14.7485103536752
"16" 0.00733164103329849 0.0506794086904584 0.69263849484844 0.249350455427803 0.570247250509165 0.597941602828521 0.688646934419868 0.785692017486077 52.0869967413442 36.1025356216853 23.3367304704006 15.1844753398407
"17" 0.0218672330989118 0.0405950030211104 0.445906551137744 0.491631212742234 0.681614556331007 0.633389343256099 0.701638889005301 0.868115207475451 46.7323466600199 35.946326745435 22.4993930655379 14.2182506259107
"18" 0.0123216753730469 0.0480664595307712 0.602272816004691 0.337339049091491 0.614144020048393 0.597706913000458 0.690250998887375 0.80977024211842 47.8423383569536 36.5696328592737 22.8905976976677 14.8873320959467
"19" 0.00997628587783138 0.0649393128745488 0.693433641344345 0.231650759903274 0.584454215456674 0.612971685554956 0.691742136118598 0.796513640948059 49.1241505854801 35.7279311027163 23.4022219474394 15.0580336459909
"20" 0.0038529439832045 0.0503268441645195 0.636868976047333 0.308951235804943 0.628782043343653 0.659429793789998 0.680800187300993 0.79826761003861 46.112200619195 34.4488016354586 23.2850781607043 15.0463104247104
"21" 0.00261126248864668 0.0329246139872843 0.627043596730245 0.337420526793824 0.52905652173913 0.558804827586207 0.633114358138693 0.793792597577389 53.2130652173913 37.467164137931 24.16734519283 14.9874767496635
"22" 0.0257841376341532 0.066679531521368 0.619813855448513 0.287722475395965 0.513743177892919 0.533631366874443 0.6630024092923 0.800621286694526 56.9885921704088 38.7400268032057 23.7779499030056 14.9541859619254
"23" 0 0.0128205128205128 0.192307692307692 0.794871794871795 NA 0.6887 0.676313333333333 0.824301612903226 NA 34.1719 22.09364 13.7329580645161
"24" 0 0.0253164556962025 0.20253164556962 0.772151898734177 NA 0.5511 0.7092375 0.848027868852459 NA 36.7533 22.41110625 13.5245639344262
"25" 0.0104780615586117 0.0410262336761817 0.641280480758119 0.307215224007088 0.561134926470588 0.564851924882629 0.673122142127711 0.800533253918495 52.0927691176471 37.2938769014085 23.2182695861116 14.9845144827586
"26" 0.0180529195042983 0.0747757805812958 0.604685348516989 0.302485951397417 0.665870315398887 0.633581993729159 0.669426949564575 0.783678831461227 45.5308839208411 35.6671891803116 23.6636780730529 15.1004078923734
